,Unnamed: 0,user,location,text,tweets
1915,1915,Kuro_Yuki_Hana,Somewhere probably lost,"You know when I was younger, they had diagnosed me with depression. But that wasn't true. Sure I didn't go out much… https://t.co/DxpS9znLYA",you know when i wa younger  they had diagnosed me with depression  but that wasnt true  sure i didnt go out much  
1916,1916,DEMIGOTHBEATS,WHITTIER CA,i’ve been reaching out for help and i’m looked at like i’m crazy how will i ever find a solution? i’ve never been 5… https://t.co/gKfLtzCHU6,i  ve been reaching out for help and i  m looked at like i  m crazy how will i ever find a solution  i  ve never been 5  
1917,1917,chelseaandrea_,Scotland,@pigletish Happy to help if you need anyone else - diagnosed depression from age 4 (I’m 26) and diagnosed anxiety a… https://t.co/sgxOq0KgaW,happy to help if you need anyone else  diagnosed depression from age 4  i  m 26  and diagnosed anxiety a  
1918,1918,shsl__animator,infp 4w5 ／ he/him ︴ああ　「時に　時に　躓いたって、」寒い　寒い　寒い　寒い　寒い　寒い　寒い　寒い　寒い　寒い　寒い　寒い　寒い　寒い　言い寄らないで,@exclustruggle as someone who’s been professionally diagnosed go ham dude it’s not like everytime someone sdxs with… https://t.co/F6dK8yeYtu,a someone who  s been professionally diagnosed go ham dude it  s not like everytime someone sdxs with  
1919,1919,BertanyeWest,the Netherlands,Damn going through life with diagnosed but untreated ADD for 24 years causing me to develop an anxiety disorder and… https://t.co/lEmuHxzWnP,damn going through life with diagnosed but untreated add for 24 year causing me to develop an anxiety disorder and  
1920,1920,lLOVETETE,dunder mifflin • fifteen • bisexual • neurodivergent ★ • certified jim halpert luvr 💗 • carrd byf,"@gguksexcc i also have diagnosed depression, so that would also explain it",i also have diagnosed depression  so that would also explain it
1921,1921,boersx6,"Washington, DC",If you have sex with a bitch that has self diagnosed depression you’re a r*pist too because she wasn’t in the right… https://t.co/9sEZTf6ujL,if you have sex with a bitch that ha self diagnosed depression you  re a r  pist too because she wasn  t in the right  
1922,1922,jude_insBhuk,,"@ScottZILWarrior https://t.co/eJEsqiSJyM

Thank you so much sir🍀 I tweeted last October the case of my brother who… https://t.co/xMcXWDW4nF", thank you so much sir  i tweeted last october the case of my brother who  
1923,1923,Laura12882,,"I don't know if it was depression I was never diagnosed by a doctor or anything, because I didn't even want to go t… https://t.co/GHh8fKuJLR",i dont know if it wa depression i wa never diagnosed by a doctor or anything  because i didnt even want to go t  
1924,1924,taynicolewalk,"Dallas, TX",before i was diagnosed with manic depression i hurt so many people that i’ll never get back. that’s a hard pill to… https://t.co/j3mORBEW5y,before i wa diagnosed with manic depression i hurt so many people that i  ll never get back  that  s a hard pill to  
1925,1925,Sorrelish,"London, England",@NormaliseSimon @_traceymason I think a lot of people have internalised the ‘you can’t do much’ for depression apar… https://t.co/7vS8SUxgr9,i think a lot of people have internalised the  you can  t do much  for depression apar  
1926,1926,sawbrainrot,⛓🧩minor-they/them- white🐷🔪,@Robin__Arrow when i got therapy because i was having nightmares about jeff the killer (and depression) i just randomly got diagnosed,when i got therapy because i wa having nightmare about jeff the killer  and depression  i just randomly got diagnosed
1927,1927,SlurpTheFetus,14-17~Leo~ENTP~5w4,"hAhA

well

i have ocd, anxiety and depression as my professionally diagnosed shit when it comes to m o s t l y m e… https://t.co/lkP213QHzH",haha well i have ocd  anxiety and depression a my professionally diagnosed shit when it come to m o s t l y m e  
1928,1928,ZodiraSunflare,,"To those curious. I've been diagnosed with ASD/Asperges, OCD, ADHD, Anxiety, and Depression.

Always remember you're not alone ^•^",to those curious  ive been diagnosed with asd  asperges  ocd  adhd  anxiety  and depression  always remember youre not alone   
1929,1929,FlusteredDeku,fc: vas.hal  ( he / bun ),"my d*d: izuku's completely fine

me now: *tics (repressed when around anyone), prescribed w33d, *diagnosed ptsd, ✨m… https://t.co/6O2Iad8jC6",my d  d izukus completely fine me now   tic  repressed when around anyone   prescribed w33d   diagnosed ptsd   m  
1930,1930,uhhhhhh60937755,They/them,Just because your sad one day doesn’t mean your depressed. As someone who is diagnosed with depression and has and… https://t.co/BRP1iWUThl,just because your sad one day doesn  t mean your depressed  as someone who is diagnosed with depression and ha and  
1931,1931,MsOwllie,🏴󠁧󠁢󠁷󠁬󠁳󠁿🏳️‍🌈,I was believed after a panic attack and some kind of emotional breakdown in September of 2016. That's when I got di… https://t.co/vAThiPIFOS,i wa believed after a panic attack and some kind of emotional breakdown in september of 2016  thats when i got di  
1932,1932,MsOwllie,🏴󠁧󠁢󠁷󠁬󠁳󠁿🏳️‍🌈,"This might come as a surprise to newer followers, or people who just don't know me very well.

Hi, I'm Owllie. I su… https://t.co/jd17HHgVqR",this might come a a surprise to newer follower  or people who just dont know me very well  hi  im owllie  i su  
1933,1933,ThePolemicist_,"New York, NY","Then, oc, from any fatality statistic of Covid, we must subtract the deaths of people who could not get diagnosed o… https://t.co/230jngNc3s",then  oc  from any fatality statistic of covid  we must subtract the death of people who could not get diagnosed o  
1934,1934,Pandamanluis,"California, USA",@jadeyanh I’m 27. Diagnosed with severe depression and anxiety. I have a job that kind of sucks. I have no goals an… https://t.co/gzyHSIrHMD,i  m 27  diagnosed with severe depression and anxiety  i have a job that kind of suck  i have no goal an  
1935,1935,DontTruly,,@RheaButcher I fell you. I was diagnosed with PTSD earlier this year. It comes with a lot of depression. It can har… https://t.co/P4Veihe7Xs,i fell you  i wa diagnosed with ptsd earlier this year  it come with a lot of depression  it can har  
1936,1936,omegabun_,🇪🇬,It's been 1 month and a half. I try to take my antidepressant daily and never miss a dose. I really wanna get bette… https://t.co/U34NHR7DDA,its been 1 month and a half  i try to take my antidepressant daily and never miss a dose  i really wanna get bette  
1937,1937,katherinex15,,Yeah . My depression got worse to the point I almost committed suicide. I was diagnosed with adhd and vertigo. My g… https://t.co/tvTbqYhTgy,yeah  my depression got worse to the point i almost committed suicide  i wa diagnosed with adhd and vertigo  my g  
1938,1938,ejl1428,"Saskatoon, Saskatchewan",Having real anxiety and depression isn’t fashionable or trendy unless you have sought help or are diagnosed I don’t… https://t.co/0G7yg2rMKP,having real anxiety and depression isn  t fashionable or trendy unless you have sought help or are diagnosed i don  t  
1939,1939,jxshyq,trizify is retarded,if you’re not diagnosed with depression at ALL nigga go be happy with your life 😭,if you  re not diagnosed with depression at all nigga go be happy with your life 
1940,1940,DJ_Rude_E,In a DJ Booth,"@shvmelyss Yeah, then I was diagnosed with depression and anxious",yeah  then i wa diagnosed with depression and anxious
1941,1941,___hayz,,@wintanbear no it is not only you I have the same issue. I didn't realise I was diagnosed with minor depression unt… https://t.co/zBVe5fxS3q,no it is not only you i have the same issue  i didnt realise i wa diagnosed with minor depression unt  
1942,1942,lalisastic,she her was bluehqvr ,i self diagnosed my ADHD and depression ok https://t.co/LdFECt4ny5,i self diagnosed my adhd and depression ok 
1943,1943,skintybebe,Minors DNI,"Honestly I just want to scream lol WHY do I have to be mentally ill!!! Diagnosed severe anxiety, possible depressio… https://t.co/Aa8k39hu5s",honestly i just want to scream lol why do i have to be mentally ill    diagnosed severe anxiety  possible depressio  
1944,1944,Klondeikbar,,WOO! Ya boi was officially diagnosed with moderate anxiety and depression. Gonna get some pills to make my brain soup quit boiling.,woo  ya boi wa officially diagnosed with moderate anxiety and depression  gonna get some pill to make my brain soup quit boiling 
1945,1945,M00N2B,she ¦ her,@atwyong self diagnosed ADHD and depression...,self diagnosed adhd and depression 
1946,1946,GG_eNudes,17,Officially diagnosed with bipolar depression type 2. :/,officially diagnosed with bipolar depression type 2  
1947,1947,tnuolbaliel,x1,i think i’m diagnosed i rlly don’t know the doctors always say “anxiety and depression” when talking about me so ma… https://t.co/eBLSPpmsaE,i think i  m diagnosed i rlly don  t know the doctor always say  anxiety and depression  when talking about me so ma  
1948,1948,MercWithOneArm,"Los Angeles, CA","Upon completing a test with my psychiatrist, I have been diagnosed with depression. While the diagnosis is somethin… https://t.co/zzipc4IYEk",upon completing a test with my psychiatrist  i have been diagnosed with depression  while the diagnosis is somethin  
1949,1949,Unholy_Shade,"Idaho, USA",@curious_more I do see a therapist and psychiatrist and I'm diagnosed as having moderate depression. It just gets w… https://t.co/koetBL6RDi,i do see a therapist and psychiatrist and im diagnosed a having moderate depression  it just get w  
1950,1950,LastArtistOTL,Gay Luxury Space Communism,@cocomittens5 Oh I think you mistook me getting professional help for smoking. I got professional help for my depre… https://t.co/m8RJ2S5ZxD,oh i think you mistook me getting professional help for smoking  i got professional help for my depre  
1951,1951,Tiredmom58008,Canada,@BrianPallister No thanks. Me and my newly diagnosed chronic depression will keep your negative vibes out of our home!,no thanks  me and my newly diagnosed chronic depression will keep your negative vibe out of our home 
1952,1952,MegsauraZX,Gay robot meditation hell,He’s really showing accurate signs of depression and even tho I’ve never been diagnosed with it I’ve felt him wanti… https://t.co/2pyzZ9sa6T,he  s really showing accurate sign of depression and even tho i  ve never been diagnosed with it i  ve felt him wanti  
1953,1953,buddhababy_,Hogsmeade ✨ RI ⚓️,"I am diagnosed with ADHD, generalized anxiety disorder, and OCD. I have been diagnosed with depression. These are o… https://t.co/tDdi2qU6xa",i am diagnosed with adhd  generalized anxiety disorder  and ocd  i have been diagnosed with depression  these are o  
1954,1954,ChaoticQueer_,An Anarchist Jurisdiction,"Thinking about when I was 12 and went to my first therapist experiencing flashbacks, panic attacks, nightmares, ext… https://t.co/wwe6OL1SKe",thinking about when i wa 12 and went to my first therapist experiencing flashback  panic attack  nightmare  ext  
1955,1955,DocNikkinen,Helsinki,Australia: Client data from NSW Gambling Help services 2019-20: Gambling machines were are the principal activity f… https://t.co/86f7OPL8oL,australia  client data from nsw gambling help service 201920  gambling machine were are the principal activity f  
1956,1956,Katelynbutler02,On Stage,Apparently my executive disfunction caused by my diagnosed chronic depression is completely made up and im just usi… https://t.co/Za5u6kj73n,apparently my executive disfunction caused by my diagnosed chronic depression is completely made up and im just usi  
